x,y1,y2
0.0000000000,0.0000000000,0.0000000000
0.1000000000,1.0284124102,0.0000000000
0.2000000000,2.0039432162,0.0000000000
0.3000000000,2.9293116228,0.0000000000
0.4000000000,3.8070970117,0.0000000000
0.5000000000,4.6397461313,0.0000000000
0.6000000000,5.4295799164,0.0000000000
0.7000000000,6.1787999582,0.0000000000
0.8000000000,6.8894946406,0.0000000000
0.9000000000,7.5636449614,0.0000000000
1.0000000000,8.2031300544,0.0000000000
1.1000000000,8.8097324271,0.0000000000
1.2000000000,9.3851429294,0.0000000000
1.3000000000,9.9309654666,0.0000000000
1.4000000000,10.4487214703,0.0000000000
1.5000000000,10.9398541390,0.0000000000
1.6000000000,11.4057324611,0.0000000000
1.7000000000,11.8476550308,0.0000000000
1.8000000000,12.2668536677,0.0000000000
1.9000000000,12.6644968506,0.0000000000
2.0000000000,13.0416929744,0.0000000000
2.1000000000,13.3994934393,0.0000000000
2.2000000000,13.7388955824,0.0000000000
2.3000000000,14.0608454566,0.0000000000
2.4000000000,14.3662404686,0.0000000000
2.5000000000,14.6559318795,0.0000000000
2.6000000000,14.9307271783,0.0000000000
2.7000000000,15.1913923323,0.0000000000
2.8000000000,15.4386539224,0.0000000000
2.9000000000,15.6732011681,0.0000000000
3.0000000000,15.8956878488,0.0000000000
3.1000000000,16.1067341264,0.0000000000
3.2000000000,16.3069282735,0.0000000000
3.3000000000,16.4968283132,0.0000000000
3.4000000000,16.6769635751,0.0000000000
3.5000000000,16.8478361701,0.0000000000
3.6000000000,17.0099223902,0.0000000000
3.7000000000,17.1636740363,0.0000000000
3.8000000000,17.3095196773,0.0000000000
3.9000000000,17.4478658450,0.0000000000
4.0000000000,17.5790981668,0.0000000000
4.1000000000,17.7035824413,0.0000000000
4.2000000000,17.8216656571,0.0000000000
4.3000000000,17.9336769607,0.0000000000
4.4000000000,18.0399285736,0.0000000000
4.5000000000,18.1407166626,0.0000000000
4.6000000000,18.2363221655,0.0000000000
4.7000000000,18.3270115741,0.0000000000
4.8000000000,18.4130376771,0.0000000000
4.9000000000,18.4946402645,0.0000000000
5.0000000000,18.5720467962,0.0000000000
