x,y1,y2
10.0000000000,60.0000000000,0.0000000000
10.1000000000,59.9950595794,0.0000000000
10.2000000000,59.9804724243,0.0000000000
10.3000000000,59.9565805776,0.0000000000
10.4000000000,59.9237144339,0.0000000000
10.5000000000,59.8821933485,0.0000000000
10.6000000000,59.8323262008,0.0000000000
10.7000000000,59.7744119189,0.0000000000
10.8000000000,59.7087399645,0.0000000000
10.9000000000,59.6355907857,0.0000000000
11.0000000000,59.5552362372,0.0000000000
11.1000000000,59.4679399721,0.0000000000
11.2000000000,59.3739578069,0.0000000000
11.3000000000,59.2735380632,0.0000000000
11.4000000000,59.1669218853,0.0000000000
11.5000000000,59.0543435385,0.0000000000
11.6000000000,58.9360306876,0.0000000000
11.7000000000,58.8122046573,0.0000000000
11.8000000000,58.6830806772,0.0000000000
11.9000000000,58.5488681108,0.0000000000
12.0000000000,58.4097706704,0.0000000000
12.1000000000,58.2659866193,0.0000000000
12.2000000000,58.1177089619,0.0000000000
12.3000000000,57.9651256217,0.0000000000
12.4000000000,57.8084196096,0.0000000000
12.5000000000,57.6477691819,0.0000000000
12.6000000000,57.4833479897,0.0000000000
12.7000000000,57.3153252188,0.0000000000
12.8000000000,57.1438657230,0.0000000000
12.9000000000,56.9691301487,0.0000000000
13.0000000000,56.7912750532,0.0000000000
13.1000000000,56.6104530169,0.0000000000
13.2000000000,56.4268127485,0.0000000000
13.3000000000,56.2404991857,0.0000000000
13.4000000000,56.0516535893,0.0000000000
13.5000000000,55.8604136340,0.0000000000
13.6000000000,55.6669134931,0.0000000000
13.7000000000,55.4712839199,0.0000000000
13.8000000000,55.2736523247,0.0000000000
13.9000000000,55.0741428481,0.0000000000
14.0000000000,54.8728764310,0.0000000000
14.1000000000,54.6699708811,0.0000000000
14.2000000000,54.4655409363,0.0000000000
14.3000000000,54.2596983260,0.0000000000
14.4000000000,54.0525518289,0.0000000000
14.5000000000,53.8442073287,0.0000000000
14.6000000000,53.6347678679,0.0000000000
14.7000000000,53.4243336990,0.0000000000
14.8000000000,53.2130023337,0.0000000000
14.9000000000,53.0008685910,0.0000000000
15.0000000000,52.7880246432,0.0000000000
15.1000000000,52.5745600602,0.0000000000
15.2000000000,52.3605618524,0.0000000000
15.3000000000,52.1461145133,0.0000000000
15.4000000000,51.9313000595,0.0000000000
15.5000000000,51.7161980704,0.0000000000
15.6000000000,51.5008857273,0.0000000000
15.7000000000,51.2854378507,0.0000000000
15.8000000000,51.0699269374,0.0000000000
15.9000000000,50.8544231972,0.0000000000
16.0000000000,50.6389945881,0.0000000000
16.1000000000,50.4237068518,0.0000000000
16.2000000000,50.2086235481,0.0000000000
16.3000000000,49.9938060892,0.0000000000
16.4000000000,49.7793137739,0.0000000000
16.5000000000,49.5652038207,0.0000000000
16.6000000000,49.3515314015,0.0000000000
16.7000000000,49.1383496745,0.0000000000
16.8000000000,48.9257098173,0.0000000000
16.9000000000,48.7136610597,0.0000000000
17.0000000000,48.5022507163,0.0000000000
17.1000000000,48.2915242196,0.0000000000
17.2000000000,48.0815251520,0.0000000000
17.3000000000,47.8722952791,0.0000000000
17.4000000000,47.6638745820,0.0000000000
17.5000000000,47.4563012902,0.0000000000
17.6000000000,47.2496119141,0.0000000000
17.7000000000,47.0438412781,0.0000000000
17.8000000000,46.8390225534,0.0000000000
17.9000000000,46.6351872908,0.0000000000
18.0000000000,46.4323654541,0.0000000000
18.1000000000,46.2305854530,0.0000000000
18.2000000000,46.0298741764,0.0000000000
18.3000000000,45.8302570257,0.0000000000
18.4000000000,45.6317579480,0.0000000000
18.5000000000,45.4343994701,0.0000000000
18.6000000000,45.2382027313,0.0000000000
18.7000000000,45.0431875177,0.0000000000
18.8000000000,44.8493722951,0.0000000000
18.9000000000,44.6567742429,0.0000000000
19.0000000000,44.4654092881,0.0000000000
19.1000000000,44.2752921381,0.0000000000
19.2000000000,44.0864363149,0.0000000000
19.3000000000,43.8988541886,0.0000000000
19.4000000000,43.7125570101,0.0000000000
19.5000000000,43.5275549454,0.0000000000
19.6000000000,43.3438571082,0.0000000000
19.7000000000,43.1614715931,0.0000000000
19.8000000000,42.9804055085,0.0000000000
19.9000000000,42.8006650091,0.0000000000
20.0000000000,42.6222553288,0.0000000000
